label,text,clean_text,length
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",thats alrite girl u know gail is neva wrongtake care sweet and dont worryc u l8tr hunlove yaxxx,102
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",men always needs a beautiful intelligent caring loving adjustable cooperative wife but the law allows only one wife,125
ham,Love you aathi..love u lot..,love you aathilove u lot,28
ham,Huh y lei...,huh y lei,12
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed,110
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",short but cute   be a good person  but dont try to prove  gud mrng,78
ham,Also hi wesley how've you been,also hi wesley howve you been,30
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms  settings no purchase,154
ham,"Yeah, where's your class at?",yeah wheres your class at,28
ham,"Sorry, got a late start, we're on the way",sorry got a late start were on the way,41
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call 09061701851 claim code k61 valid 12hours only,158
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk,129
ham,I dont want to hear anything,i dont want to hear anything,28
ham,Then dun wear jeans lor...,then dun wear jeans lor,26
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,ill be in sch fr 46 i dun haf da book in sch its at home,68
ham,Not directly behind... Abt 4 rows behind ü...,not directly behind abt 4 rows behind ,45
ham,Hey... Very inconvenient for your sis a not huh?,hey very inconvenient for your sis a not huh,48
ham,Oh ho. Is this the first time u use these type of words,oh ho is this the first time u use these type of words,55
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,just seeing your missed call my dear brother do have a gr8 day,64
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent150p16,152
ham,Need a coffee run tomo?Can't believe it's that time of week already,need a coffee run tomocant believe its that time of week already,67
ham,What not under standing.,what not under standing,24
ham,So do you have samus shoulders yet,so do you have samus shoulders yet,34
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,u meet other fren dun wan meet me ah muz b a guy rite,59
ham,Wait  &lt;#&gt;  min..,wait  ltgt  min,22
ham,I gotta collect da car at 6 lei.,i gotta collect da car at 6 lei,32
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network by txting moan to 69888nyt ec2a 31pmsg150p,159
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin 2 bristol 1 st week in april les got off  rudi on new yrs eve but i was snoringthey were drunk u bak at college yet my work sends ink 2 bath,157
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",babe im answering you cant you see me  maybe youd better reboot ym  i got the photo  its great ,109
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,135
ham,I dunno they close oredi not... Ü v ma fan...,i dunno they close oredi not  v ma fan,45
ham,Mum ask ü to buy food home...,mum ask  to buy food home,29
ham,Hello which the site to download songs its urgent pls,hello which the site to download songs its urgent pls,53
ham,I'm reaching home in 5 min.,im reaching home in 5 min,27
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",six chances to win cash from 100 to 20000 pounds txt csh11 and send to 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info,136
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,private your 2004 account statement for 0784987 shows 786 unredeemed bonus points to claim call 08719180219 identifier code 45239 expires 060505,153
ham,Dear are you angry i was busy dear,dear are you angry i was busy dear,34
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,our ride equally uneventful  not too many of those pesky cyclists around at that time of night ,99
ham,What makes you most happy?,what makes you most happy,26
ham,Yep. I do like the pink furniture tho.,yep i do like the pink furniture tho,38
ham,Give one miss from that number please,give one miss from that number please,37
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,160
ham,Goin to workout lor... Muz lose e fats... ,goin to workout lor muz lose e fats ,42
ham,Howz that persons story,howz that persons story,23
ham, &lt;#&gt;  in mca. But not conform., ltgt  in mca but not conform,36
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt,149
ham,Did u download the fring app?,did u download the fring app,29
ham,I'm ok. Will do my part tomorrow,im ok will do my part tomorrow,32
ham,How are you doing. How's the queen. Are you going for the royal wedding,how are you doing hows the queen are you going for the royal wedding,71
ham,PICK UR FONE UP NOW U DUMB?,pick ur fone up now u dumb,27
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",if you want to mapquest it or something look up usf dogwood drive thats the tiny street where the parking lot is,116
ham,I am going to sao mu today. Will be done only at 12 ,i am going to sao mu today will be done only at 12 ,52
ham,You made my day. Do have a great day too.,you made my day do have a great day too,41
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladie21f is inviting you to be her friend reply yes910 or no910 see her wwwsmsacuhmmross stop send stop frnd to 62468,137
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",er hello things didnt quite go to plan  is limping slowly home followed by aa and with exhaust hanging off,110
ham,Same to u...,same to u,12
ham,Mmmm.... I cant wait to lick it!,mmmm i cant wait to lick it,32
ham,"""I;m reaching in another 2 stops.""",im reaching in another 2 stops,34
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to 87021,121
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,how are you doing hope youve settled in for the new school year just wishin you a gr8 day,92
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ok i found dis pierre cardin one which looks normal costs 20 its on sale,73
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private your 2003 account statement for 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104 ,146
ham,Talk to g and x about that,talk to g and x about that,26
ham,"Yes but i dont care! I need you bad, princess!",yes but i dont care i need you bad princess,46
ham,K..k:)how about your training process?,kkhow about your training process,38
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,is it ok if i stay the night here xavier has a sleeping bag and im getting tired,82
ham,Jokin only lar... :-) depends on which phone my father can get lor...,jokin only lar  depends on which phone my father can get lor,69
ham,Jus finished avatar nigro,jus finished avatar nigro,25
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,my slave i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone bright light,112
